GENHLTH	EXERANY	HTF	HTI	SMOKE100	WEIGHT	WTDESIRE	AGE	SEX	HEIGHT_IN_INCHES	BMI
2		5	8	1	203		53	1	68	30.86267301038062
2		6	2	2	172		37	1	74	22.08108108108108
4		5	1	1	140		79	2	61	26.449879064767536
4		5	0	2	138		40	2	60	26.94833333333333
1		5	9	1	215		77	1	69	31.746481831547996
3		5	6	1	128		45	2	66	20.657483930211203
1		5	8	2	150		85	2	68	22.80493079584775
3		5	11	1	190		23	1	71	26.496726839912714
3		5	9	1	215		51	1	69	31.746481831547996
2		6	1	1	190		39	1	73	25.064740101332333
2		6	2	2	245		45	1	74	31.452702702702705
3		5	7	1	205		72	1	67	32.1040320784139
3		5	8	1	215		24	1	68	32.68706747404844
5		5	7	1	170		48	1	67	26.622855869904207
2		5	11	1	150		30	1	71	20.91846855782583
2		5	9	2	120		91	2	69	17.718966603654692
3		5	2	2	150		28	2	62	27.43236212278876
3		6	0	2	250		51	1	72	33.90239197530864
3	1.0	5	10	2	298		25	2	70	42.75387755102041
3		5	2	2	195		67	2	62	35.66207075962539
1		5	4	1	153		53	2	64	26.259521484375
2		5	6	2	175		60	2	66	28.242653810835627
4		5	6	1	152		92	1	66	24.530762167125804
3	1.0	5	11	2	160		18	1	71	22.313033128347552
3		6	0	1	203		26	2	72	27.528742283950617
4		5	11	1	190		38	1	71	26.496726839912714
3		5	2	1	145		63	2	62	26.51795005202914
1		5	3	2	136		35	2	63	24.088687326782566
3		5	1	2	135		83	2	61	25.505240526740124
2		7	77	2	180		74	2	161	4.881756105088538
5	2.0	5	1	1	290		34	2	61	54.7890352055899
3		6	2	1	165		20	1	74	21.18243243243243
4		5	9	1	220		47	1	69	32.48477210670028
2	1.0	5	6	2	185		30	2	66	29.85651974288338
2		5	7	1	240		45	2	67	37.58520828692359
3		5	9	2	160		48	1	69	23.625288804872927
4		5	5	1	155		55	2	65	25.790532544378696
1		5	7	2	201		49	1	67	31.477611940298505
1	1.0	5	11	2	175		24	1	71	24.404879984130133
2		5	11	2	200		40	1	71	27.891291410434434
4		5	7	1	150		43	1	67	23.49075517932724
1		5	7	2	170		43	2	67	26.622855869904207
1	1.0	6	1	1	205		34	1	73	27.043535372490147
3		6	0	1	215		74	1	72	29.15605709876543
1		5	4	1	115		26	2	64	19.737548828125
2		5	10	2	190		46	2	70	27.259183673469387
2	1.0	6	3	1	230		23	1	75	28.74488888888889
2		5	1	2	125		52	2	61	23.6159634506853
1	9.0	5	2	2	189		70	2	62	34.564776274713836
2		6	0	1	170		33	1	72	23.053626543209877
2	9.0	6	1	1	165		32	1	73	21.76674798273597
4		4	9	2	142		75	2	57	30.72514619883041
4	1.0	5	6	2	170	145.0	67	2	66	27.435720844811755
3		5	4	2	150		74	2	64	25.74462890625
2		5	3	2	150		53	2	63	26.56840513983371
4		5	5	2	200		49	2	65	33.27810650887574
2		5	5	2	130		22	2	65	21.630769230769232
1		5	3	2	125		35	2	63	22.140337616528093
3		5	6	1	214		42	1	66	34.53673094582185
2	1.0	5	5	2	132		23	2	65	21.96355029585799
3		5	4	2	125		22	2	64	21.453857421875
5	1.0	5	4	1	167		62	2	64	28.662353515625
3		5	3	2	138		64	2	63	24.442932728647015
2	1.0	5	6	2	142	142.0	27	2	66	22.916896235078053
2		5	2	1	130		60	2	62	23.77471383975026
3		5	6	1	213		38	2	66	34.375344352617084
3	1.0	5	6	2	170		52	2	66	27.435720844811755
3		5	9	1	197		74	1	69	29.08863684099979
1		5	4	2	105		24	2	64	18.021240234375
2		5	8	1	160		65	2	68	24.325259515570938
1		5	8	2	156		56	2	68	23.717128027681664
2	1.0	5	8	2	205		43	1	68	31.16673875432526
1		5	6	2	150		54	1	66	24.207988980716255
3		6	3	2	190		49	1	75	23.745777777777775
1		5	4	2	160		40	2	64	27.4609375
4	1.0	5	6	2	189		76	2	66	30.50206611570248
4		5	1	1	163		53	2	61	30.79521633969363
1		5	4	2	132		40	2	64	22.6552734375
3		5	9	2	275		35	1	69	40.60596513337534
5	1.0	5	9	2	260		65	1	69	38.39109430791851
3		5	0	1	85		76	2	60	16.59861111111111
2		5	4	1	130		48	2	64	22.31201171875
3		5	7	1	135		27	1	67	21.14167966139452
2		5	6	1	175		43	2	66	28.242653810835627
4	2.0	5	5	1	180		61	2	65	29.950295857988166
2	1.0	5	8	1	145		27	2	68	22.044766435986162
2		6	3	1	250		46	1	75	31.244444444444447
1		5	1	2	128		64	2	61	24.182746573501746
1		5	3	2	120		32	2	63	21.25472411186697
2	2.0	5	0	1	178		77	2	60	34.75944444444444
1		5	8	2	135		36	2	68	20.524437716262977
2		5	1	1	160		55	2	61	30.228433216877185
4		5	6	1	167		43	1	66	26.95156106519743
2		6	1	2	260		23	1	73	34.29911803340214
1		6	0	1	174		57	1	72	23.596064814814817
1		5	8	1	140		61	1	68	21.284602076124568
2		5	0	1	120		72	2	60	23.433333333333334
2		5	4	1	160		35	2	64	27.4609375
2		5	8	1	164		31	1	68	24.93339100346021
1	1.0	5	2	2	170		67	2	62	31.09001040582726
3		5	4	2	165		58	2	64	28.319091796875
3		5	8	2	190		52	2	68	28.886245674740483
4		5	6	2	270		29	2	66	43.574380165289256
1		5	4	2	142		29	2	64	24.37158203125
2		5	6	2	148		39	2	66	23.885215794306703
1	1.0	5	4	2	230		52	2	64	39.47509765625
1		5	11	1	175		46	1	71	24.404879984130133
2		5	8	2	165		31	2	68	25.085423875432525
1		6	0	2	190		31	1	72	25.76581790123457
2	2.0	6	0	2	206		80	1	72	27.935570987654323
3		5	0	1	85		46	2	60	16.59861111111111
1		5	10	1	170		34	1	70	24.389795918367348
2		6	1	2	170		42	1	73	22.426346406455245
2		5	2	1	170		51	2	62	31.09001040582726
1		5	5	1	160		50	2	65	26.622485207100592
3		5	5	1	152		77	2	65	25.291360946745563
4		5	8	2	230		37	1	68	34.96756055363322
3		5	10	2	230		48	1	70	32.99795918367347
3	2.0	5	3	2	180		58	2	63	31.882086167800452
3	1.0	5	7	1	128		78	1	67	20.045444419692583
2		5	5	2	150		66	2	65	24.958579881656807
2		5	9	1	150		49	1	69	22.148708254568366
1		5	1	2	120		37	2	61	22.671324912657887
4		5	9	1	180		48	1	69	26.578449905482042
1		5	2	2	160		72	2	62	29.261186264308012
2		5	2	2	133		41	2	62	24.323361082206034
1		5	0	1	125		47	2	60	24.409722222222225
2		5	8	2	246		55	2	68	37.400086505190316
5		5	5	2	149		44	2	65	24.792189349112427
2	1.0	5	5	1	140		65	2	65	23.294674556213018
2		5	9	2	170		60	1	69	25.101869355177485
5		5	0	1	105		33	2	60	20.504166666666666
4		5	10	1	190		41	1	70	27.259183673469387
1		5	9	2	175		33	2	69	25.84015963032976
1		5	3	2	130		74	2	63	23.025951121189216
1		5	8	2	143		43	2	68	21.74070069204152
2		6	0	1	170		49	1	72	23.053626543209877
1		5	2	2	140		48	2	62	25.60353798126951
3		5	8	1	195		43	1	68	29.646410034602077
2		5	5	1	132		55	2	65	21.96355029585799
1		5	6	1	140		50	2	66	22.594123048668507
3		5	7	2	160		46	1	67	25.05680552461573
4		5	0	2	93		83	2	60	18.160833333333333
3		5	9	1	180		72	1	69	26.578449905482042
4		6	0	1	275		77	1	72	37.292631172839506
2		6	0	1	160		34	1	72	21.697530864197528
2	2.0	5	2	2	144		72	1	62	26.33506763787721
1		5	10	2	200		65	1	70	28.693877551020407
3		5	5	1	180		27	2	65	29.950295857988166
1		5	9	2	240		31	1	69	35.437933207309385
2	2.0	5	7	2	152		79	2	67	23.803965248384937
3		5	4	2	130		61	2	64	22.31201171875
3	2.0	6	4	2	220		52	1	76	26.77631578947368
1		5	4	1	145		38	2	64	24.886474609375
1	1.0	5	5	1	150	150.0	70	1	65	24.958579881656807
5		5	4	2	142		86	2	64	24.37158203125
2	1.0	5	2	1	147		72	2	62	26.883714880332985
3		4	11	1	135		52	2	59	27.263717322608446
4		5	0	1	172		56	2	60	33.58777777777778
3		6	0	1	270		29	1	72	36.614583333333336
1		5	9	2	170		47	1	69	25.101869355177485
4		6	0	1	200		27	1	72	27.12191358024691
4		5	5	2	120		79	2	65	19.966863905325443
3		5	6	2	160		72	2	66	25.821854912764003
3		5	7	1	128		21	2	67	20.045444419692583
2		6	0	2	195		66	1	72	26.44386574074074
2		5	7	2	190		35	2	67	29.754956560481176
2		6	0	2	275		39	2	72	37.292631172839506
5		5	5	1	175		80	2	65	29.118343195266274
2		5	5	1	160		45	2	65	26.622485207100592
1		5	5	2	115		20	2	65	19.13491124260355
4		6	0	1	184		80	1	72	24.952160493827158
2		5	9	2	210		65	2	69	31.008191556395715
4		5	1	2	190		77	2	61	35.89626444504165
3		6	6	1	285		49	1	78	32.931459566074956
2		5	10	2	160		23	1	70	22.955102040816328
1		5	4	2	115		20	2	64	19.737548828125
2	1.0	5	7	2	200		59	2	67	31.32100690576966
3		5	9	2	315		25	1	69	46.512287334593566
2		5	6	2	130		35	2	66	20.980257116620752
3		5	2	2	111		35	2	62	20.299947970863684
3		6	0	1	180		19	1	72	24.409722222222225
2		5	8	2	209		43	1	68	31.774870242214533
2		5	8	2	150		46	2	68	22.80493079584775
2		6	0	2	190		44	1	72	25.76581790123457
3		5	8	1	171		67	1	68	25.997621107266433
4		5	7	1	155		74	2	67	24.273780351971485
3		5	7	2	142		22	1	67	22.23791490309646
3	1.0	5	6	1	133		25	2	66	21.464416896235075
2		5	4	2	145		20	2	64	24.886474609375
3	1.0	5	0	2	125		47	2	60	24.409722222222225
3	2.0	6	2	2	140		38	1	74	17.972972972972972
1		5	2	2	150		79	2	62	27.43236212278876
2		5	8	1	135		20	2	68	20.524437716262977
2		5	4	1	160		32	2	64	27.4609375
1		5	2	1	112		43	2	62	20.48283038501561
3		6	1	2	233		46	1	73	30.73728654531807
2		5	11	1	270		33	1	71	37.65324340408649
1		6	1	1	160		19	1	73	21.1071495590167
2		5	9	1	175		44	1	69	25.84015963032976
4		6	0	2	210		75	1	72	28.47800925925926
2		5	10	1	175		29	1	70	25.107142857142854
2		5	4	2	250		37	2	64	42.90771484375
3		5	1	2	129		18	2	61	24.37167428110723
1		5	5	2	140		30	2	65	23.294674556213018
4		5	3	1	255		49	2	63	45.16628873771731
3		5	5	1	155		64	2	65	25.790532544378696
5		5	9	1	205		84	1	69	30.26990128124344
1		5	5	2	160		68	2	65	26.622485207100592
1		5	4	1	115		19	2	64	19.737548828125
3	1.0	5	7	1	252	200.0	51	2	67	39.464468701269766
2	1.0	5	6	2	220		45	1	66	35.505050505050505
1	1.0	5	11	1	180		47	2	71	25.102162269390995
2		5	6	1	140		79	1	66	22.594123048668507
3		5	5	1	140		38	2	65	23.294674556213018
3		5	11	1	165		41	1	71	23.01031541360841
3		5	9	1	180		63	1	69	26.578449905482042
2	1.0	5	4	1	163	150.0	57	2	64	27.975830078125
3		5	3	2	135		69	2	63	23.911564625850342
3	1.0	4	10	1	100		38	2	58	20.897740784780023
2		6	0	2	220		41	1	72	29.834104938271604
4	2.0	5	8	1	150		33	1	68	22.80493079584775
4	1.0	6	0	2	175		37	2	72	23.731674382716047
1		6	1	1	244		44	1	73	32.18840307750047
4		5	11	1	215		68	1	71	29.983138266217022
1		5	6	2	189		62	2	66	30.50206611570248
1		5	6	1	112		36	2	66	18.0752984389348
3		5	10	1	190		79	1	70	27.259183673469387
3		5	8	2	160		25	1	68	24.325259515570938
1		5	10	1	160		48	1	70	22.955102040816328
1	1.0	5	10	1	151		21	1	70	21.663877551020406
5		5	2	2	245		76	2	62	44.806191467221645
1		5	2	1	130		67	2	62	23.77471383975026
4		5	2	1	151		52	2	62	27.61524453694069
3		5	10	2	145		19	1	70	20.803061224489795
1		5	3	1	162		40	2	63	28.693877551020407
2	1.0	5	8	2	140		25	2	68	21.284602076124568
1		5	6	1	135		66	2	66	21.787190082644628
3		5	11	2	270		44	1	71	37.65324340408649
1		5	7	2	140		29	2	67	21.924704834038764
1		5	9	1	210		51	1	69	31.008191556395715
3		5	6	1	163		58	1	66	26.306014692378326
2	1.0	5	0	2	120		19	2	60	23.433333333333334
5		5	11	2	230		40	1	71	32.0749851219996
1	1.0	5	7	2	220		75	2	67	34.45310759634663
3		5	10	1	150		51	1	70	21.520408163265305
3		5	8	2	138		71	2	68	20.98053633217993
3	1.0	5	4	2	130		27	2	64	22.31201171875
2		5	5	2	132		37	2	65	21.96355029585799
3		5	11	2	315		34	1	71	43.92878397143424
5		5	7	2	149		69	2	67	23.334150144798397
2		6	0	2	180		25	1	72	24.409722222222225
3		5	0	2	100		19	2	60	19.527777777777775
3		5	8	2	130		46	1	68	19.764273356401386
1		5	6	2	217		39	2	66	35.02089072543618
3	1.0	5	10	2	190		62	1	70	27.259183673469387
3		6	0	2	190		30	1	72	25.76581790123457
1		6	0	2	189		30	1	72	25.630208333333336
2		5	6	1	158		35	1	66	25.499081726354454
3		5	3	1	118		42	2	63	20.90047871000252
1	1.0	5	7	2	165		9	2	67	25.83983069725997
1		6	0	2	175		45	1	72	23.731674382716047
1		6	4	1	216		52	1	76	26.289473684210524
3		5	5	1	150		38	1	65	24.958579881656807
3		5	7	1	140		68	2	67	21.924704834038764
2		5	1	2	139		59	2	61	26.26095135716205
3		5	10	2	206		28	1	70	29.554693877551017
2		5	8	2	160		39	1	68	24.325259515570938
1		5	2	2	147		34	2	62	26.883714880332985
4		7	77	2	170		29	2	161	4.61054743258362
1	1.0	5	7	2	135		33	2	67	21.14167966139452
1		5	10	2	165		40	1	70	23.672448979591838
1	1.0	6	1	1	205		36	1	73	27.043535372490147
2		5	8	1	155		72	2	68	23.565095155709344
2		5	1	1	125		59	2	61	23.6159634506853
4		5	4	2	180		65	2	64	30.8935546875
1		6	0	1	180		67	1	72	24.409722222222225
3		5	10	2	182		19	2	70	26.111428571428572
4		5	3	2	210		45	2	63	37.195767195767196
2	2.0	5	2	1	170	140.0	62	2	62	31.09001040582726
2		5	3	2	136		65	2	63	24.088687326782566
4		6	0	1	185		35	1	72	25.087770061728396
2		5	11	1	265		58	1	71	36.955961118825634
3		6	0	1	210		45	1	72	28.47800925925926
2		5	3	1	120		35	2	63	21.25472411186697
2		5	2	1	122		31	2	62	22.31165452653486
3		6	1	2	200		42	1	73	26.383936948770877
2		6	2	1	175		37	1	74	22.466216216216218
4		6	0	2	235		38	1	72	31.868248456790123
1		6	0	1	195		35	1	72	26.44386574074074
3		5	4	1	130		30	2	64	22.31201171875
2		5	2	2	110		29	2	62	20.117065556711758
1		5	8	1	160		35	1	68	24.325259515570938
1		6	1	2	200		35	1	73	26.383936948770877
2		5	8	1	210		63	1	68	31.926903114186853
2		5	5	1	145		22	2	65	24.12662721893491
3		5	9	2	260		33	1	69	38.39109430791851
2	1.0	6	0	1	185		37	1	72	25.087770061728396
2		5	1	1	225		27	2	61	42.50873421123354
3		5	3	1	130		53	2	63	23.025951121189216
4		5	7	2	300		58	1	67	46.98151035865448
1		5	1	1	110		29	2	61	20.782047836603063
1		5	9	1	175		38	1	69	25.84015963032976
1		5	6	1	125		56	2	66	20.173324150596876
2		5	7	1	125		34	2	67	19.575629316106035
2		5	3	1	192		24	2	63	34.00755857898715
1		5	8	1	150		39	2	68	22.80493079584775
2		5	4	1	144		24	2	64	24.71484375
1	1.0	5	7	2	198	150.0	46	2	67	31.007796836711965
2		5	11	2	155		28	1	71	21.61575084308669
1		5	1	2	120		45	2	61	22.671324912657887
5		5	10	2	262		69	1	70	37.58897959183674
2		5	7	1	145		52	2	67	22.707730006683004
5		5	7	1	224		46	2	67	35.07952773446202
3		5	9	2	210		51	2	69	31.008191556395715
2		5	5	2	125		28	2	65	20.798816568047336
1		5	11	2	170		23	1	71	23.70759769886927
3		5	2	1	118		90	2	62	21.580124869927158
1		5	4	2	120		50	2	64	20.595703125
2		6	0	2	220		40	1	72	29.834104938271604
3		6	0	1	240		69	1	72	32.5462962962963
2		5	6	2	210		33	1	66	33.891184573002754
2	1.0	5	9	1	150		26	1	69	22.148708254568366
1		5	4	1	138		39	2	64	23.68505859375
5		5	11	1	270		66	1	71	37.65324340408649
2		5	4	2	225		41	2	64	38.616943359375
2		5	4	1	130		33	2	64	22.31201171875
1		5	6	2	150		50	2	66	24.207988980716255
3		5	2	1	120		36	2	62	21.94588969823101
3		5	5	2	145		75	2	65	24.12662721893491
4		5	2	1	130		56	2	62	23.77471383975026
1		6	0	2	180		35	1	72	24.409722222222225
2		5	10	1	175		62	1	70	25.107142857142854
3	1.0	5	3	2	160		52	2	63	28.339632149155957
2	1.0	5	7	1	150		66	2	67	23.49075517932724
1		6	2	2	185		41	1	74	23.75
2		5	11	1	174		83	1	71	24.26542352707796
3		5	2	2	160		64	2	62	29.261186264308012
3		5	6	1	150		37	2	66	24.207988980716255
3		5	1	2	160		60	2	61	30.228433216877185
2	1.0	6	1	1	165		31	1	73	21.76674798273597
1		5	8	2	198		48	1	68	30.102508650519027
2	1.0	5	7	2	185		21	2	67	28.971931387836936
3		6	0	2	250		35	1	72	33.90239197530864
1	1.0	5	1	2	135		9	2	61	25.505240526740124
3		5	10	1	200		63	1	70	28.693877551020407
3		5	7	2	210		52	2	67	32.88705725105814
1		5	2	2	130		23	2	62	23.77471383975026
2	1.0	5	11	2	205		27	1	71	28.5885736956953
2	1.0	5	9	1	165		58	1	69	24.363579080025207
2		5	10	2	188		73	1	70	26.972244897959186
2		5	11	2	140		43	2	71	19.523903987304106
1		5	2	2	120		25	2	62	21.94588969823101
1	1.0	6	0	2	201	185.0	62	1	72	27.25752314814815
1		6	1	2	200		28	1	73	26.383936948770877
3		5	6	2	130		75	2	66	20.980257116620752
3		5	9	2	195		31	1	69	28.793320730938877
3		5	6	2	175		30	2	66	28.242653810835627
3		5	4	1	200		56	2	64	34.326171875
4		5	8	2	250		61	1	68	38.00821799307958
1		6	1	2	250		59	1	73	32.9799211859636
3		6	1	1	190		69	1	73	25.064740101332333
3		5	11	2	230		73	1	71	32.0749851219996
1		5	6	2	170		67	2	66	27.435720844811755
2		5	6	2	155		42	2	66	25.01492194674013
3		5	8	1	175		32	1	68	26.605752595155707
1		5	1	1	100		55	2	61	18.892770760548242
5		4	10	2	137		79	2	58	28.629904875148632
1		5	2	2	160		81	2	62	29.261186264308012
1	1.0	5	9	2	220		34	2	69	32.48477210670028
2		5	9	2	175		35	1	69	25.84015963032976
1		6	1	1	215		64	1	73	28.36273221992869
2		5	6	1	160		45	2	66	25.821854912764003
5	1.0	5	6	2	120		68	2	66	19.366391184573004
1		5	10	1	175		56	1	70	25.107142857142854
2		5	4	2	115		46	2	64	19.737548828125
4		5	2	2	120		83	2	62	21.94588969823101
3		5	2	2	160		33	2	62	29.261186264308012
2		5	2	1	118		71	2	62	21.580124869927158
3		6	0	2	160		31	2	72	21.697530864197528
2	1.0	5	6	1	130		38	2	66	20.980257116620752
1		5	8	2	240		51	1	68	36.4878892733564
1	1.0	5	4	2	110		24	1	64	18.87939453125
2		5	2	1	152		39	2	62	27.798126951092613
4		5	1	1	114		65	2	61	21.537758667024992
2		5	7	2	155		22	1	67	24.273780351971485
2		5	1	2	145		43	2	61	27.39451760279495
4		5	9	1	135		71	1	69	19.93383742911153
1		5	5	2	150		84	2	65	24.958579881656807
2		5	8	1	200		24	2	68	30.406574394463664
3		6	0	1	187		42	1	72	25.358989197530864
5		5	3	1	199		77	2	63	35.24741748551273
2		5	3	1	115		69	2	63	20.369110607205844
2		5	9	1	180		38	1	69	26.578449905482042
2	2.0	5	7	1	230		44	1	67	36.01915794163511
2	1.0	5	2	1	120		52	2	62	21.94588969823101
2		5	8	2	200		24	1	68	30.406574394463664
4		5	3	1	125		25	1	63	22.140337616528093
1		5	3	1	170		32	2	63	30.110859158478206
3		5	8	2	210		60	2	68	31.926903114186853
2		5	2	1	130		33	2	62	23.77471383975026
2		5	2	2	125		61	2	62	22.86030176899063
4		5	2	2	148		65	2	62	27.066597294484914
1		5	2	2	105		35	2	62	19.202653485952133
3		5	10	1	164		59	1	70	23.528979591836734
1		5	9	1	160		23	1	69	23.625288804872927
1		5	11	1	200		21	1	71	27.891291410434434
2		5	9	1	190		38	1	69	28.0550304557866
1		5	10	2	150		27	2	70	21.520408163265305
2		6	1	1	230		57	1	73	30.34152749108651
5	2.0	5	10	1	172		56	1	70	24.67673469387755
3		5	7	2	230		43	2	67	36.01915794163511
2		5	10	1	156		37	1	70	22.38122448979592
1	1.0	6	0	2	150		18	1	72	20.341435185185187
1		5	5	1	125		43	2	65	20.798816568047336
2		5	5	1	170		42	2	65	28.286390532544377
1	1.0	5	1	2	122		28	2	61	23.049180327868854
1		5	0	2	120		39	2	60	23.433333333333334
4		5	0	1	150		77	2	60	29.291666666666664
1	1.0	5	11	1	155		26	1	71	21.61575084308669
1		5	1	2	120		48	2	61	22.671324912657887
1	2.0	5	8	1	132	130.0	37	2	68	20.06833910034602
4		5	2	1	155		68	2	62	28.346774193548388
3	1.0	5	11	2	212		64	1	71	29.564768895060503
1		6	0	2	240		28	1	72	32.5462962962963
1	1.0	5	11	1	161		76	1	71	22.452489585399725
2		6	1	1	170		77	1	73	22.426346406455245
2		5	5	2	148		62	2	65	24.62579881656805
1		5	4	1	150		52	2	64	25.74462890625
2		5	2	1	140		84	2	62	25.60353798126951
1		6	0	1	155		53	1	72	21.019483024691358
3		6	0	1	210		52	1	72	28.47800925925926
4		5	6	1	142		70	2	66	22.916896235078053
2		5	5	1	210		43	2	65	34.94201183431952
3		5	4	2	150		22	1	64	25.74462890625
2		5	4	2	140		79	2	64	24.0283203125
3		5	3	1	110		38	2	63	19.48349710254472
2		5	2	2	98		36	2	62	17.92247658688866
3		5	5	2	168		44	2	65	27.95360946745562
3		5	9	1	265		40	1	69	39.12938458307078
2	1.0	5	4	2	105		18	2	64	18.021240234375
5		6	0	2	175		41	1	72	23.731674382716047
1	2.0	5	10	1	190		23	1	70	27.259183673469387
5		5	5	2	115		64	2	65	19.13491124260355
1	2.0	5	10	1	215		64	2	70	30.845918367346936
1		6	1	1	220		51	1	73	29.022330643647965
2		5	7	2	165		36	1	67	25.83983069725997
2		5	11	2	210		34	1	71	29.28585598095616
1		5	6	1	140		24	2	66	22.594123048668507
2		5	6	2	170		40	1	66	27.435720844811755
1		5	11	1	155		40	1	71	21.61575084308669
2		5	8	1	135		23	2	68	20.524437716262977
1		5	2	2	115		43	2	62	21.031477627471386
3		5	4	2	230		33	2	64	39.47509765625
2		5	10	1	182		63	1	70	26.111428571428572
3		5	0	2	135		67	2	60	26.3625
1		5	8	1	140		35	2	68	21.284602076124568
2		5	5	1	125		23	2	65	20.798816568047336
2	1.0	5	7	1	175		38	2	67	27.40588104254845
3		5	2	2	180		22	2	62	32.91883454734651
3		5	6	2	208		56	2	66	33.568411386593205
2		5	3	2	145		43	2	63	25.68279163517259
1		6	1	2	160		40	1	73	21.1071495590167
2		5	6	1	125		23	2	66	20.173324150596876
2		5	7	1	147		26	1	67	23.0209400757407
2		5	3	1	150		36	2	63	26.56840513983371
2		5	10	2	148		47	1	70	21.233469387755104
3	2.0	5	7	1	140		40	2	67	21.924704834038764
2		5	1	2	190		21	2	61	35.89626444504165
1		5	3	2	140		26	2	63	24.797178130511462
2		5	1	2	140		46	2	61	26.449879064767536
3		5	5	2	135		70	2	65	22.46272189349112
1		5	8	2	170		18	2	68	25.84558823529412
2		5	5	2	190		32	2	65	31.614201183431952
3	1.0	5	6	1	152		70	2	66	24.530762167125804
2		5	3	1	150		39	2	63	26.56840513983371
1		5	8	1	160		52	2	68	24.325259515570938
1		4	11	1	113		29	2	59	22.820741166331512
3		4	11	2	150		77	2	59	30.293019247342716
1		5	2	2	130		9	2	62	23.77471383975026
3		5	2	2	160		66	2	62	29.261186264308012
1		6	0	1	155		24	1	72	21.019483024691358
2		6	6	1	160		37	1	78	18.487836949375414
2	1.0	5	6	2	123		23	2	66	19.850550964187327
2	2.0	4	11	1	100		79	2	59	20.195346164895145
3		5	4	1	148		27	2	64	25.4013671875
1	1.0	5	10	2	160		39	2	70	22.955102040816328
4	1.0	5	6	1	186		50	2	66	30.017906336088156
4		5	0	2	119		59	2	60	23.238055555555555
1		5	9	1	210		69	1	69	31.008191556395715
2		5	10	1	162		47	1	70	23.242040816326533
1	1.0	5	7	1	160		51	1	67	25.05680552461573
3		5	0	1	116		81	2	60	22.65222222222222
2		6	2	1	210		71	1	74	26.95945945945946
1	1.0	5	10	1	160		23	1	70	22.955102040816328
2		6	1	1	220		40	1	73	29.022330643647965
2		5	8	2	140		37	2	68	21.284602076124568
2	2.0	5	4	1	140		65	2	64	24.0283203125
3		5	10	1	195		45	1	70	27.976530612244897
2	1.0	5	6	2	155		42	2	66	25.01492194674013
3		5	4	1	125		45	2	64	21.453857421875
1		6	3	2	230		33	1	75	28.74488888888889
1		5	2	2	160		36	2	62	29.261186264308012
1		6	0	2	255		40	1	72	34.58043981481482
2		5	8	2	156		19	1	68	23.717128027681664
1		5	6	1	155		31	1	66	25.01492194674013
1		5	8	2	140		54	2	68	21.284602076124568
4		5	1	2	110		65	2	61	20.782047836603063
1		6	0	2	186		22	1	72	25.22337962962963
2		5	4	1	150		53	2	64	25.74462890625
1	2.0	5	8	1	245		45	1	68	37.24805363321799
4		5	8	1	155		33	2	68	23.565095155709344
1	1.0	5	7	2	130		43	2	67	20.35865448875028
2		5	6	2	155		32	1	66	25.01492194674013
1		5	6	1	140		40	2	66	22.594123048668507
1		5	1	2	125		78	2	61	23.6159634506853
4		5	7	1	112		21	2	67	17.53976386723101
1		5	4	2	160		52	2	64	27.4609375
2		5	7	2	180		38	1	67	28.188906215192695
3		5	0	2	165		32	2	60	32.22083333333333
2		5	8	2	160		35	2	68	24.325259515570938
1		5	6	1	180		40	1	66	29.049586776859506
1		5	3	2	125		48	2	63	22.140337616528093
2		5	5	2	164		38	2	65	27.288047337278105
2		5	8	1	160		53	2	68	24.325259515570938
4		6	0	2	200		70	1	72	27.12191358024691
3		6	1	2	250		68	1	73	32.9799211859636
2		5	8	2	167		43	1	68	25.389489619377162
1		5	3	2	120		40	2	63	21.25472411186697
3		6	1	1	230		26	1	73	30.34152749108651
3		5	8	1	170		24	1	68	25.84558823529412
4		5	5	1	170		76	2	65	28.286390532544377
2		5	6	1	120		53	2	66	19.366391184573004
3		5	5	2	160		28	2	65	26.622485207100592
3		5	2	1	130		37	2	62	23.77471383975026
3		5	6	1	130		72	2	66	20.980257116620752
2	2.0	5	4	2	160		44	2	64	27.4609375
3		5	2	1	110		43	2	62	20.117065556711758
1		6	0	1	207		45	1	72	28.071180555555554
1		5	8	1	180		46	1	68	27.3659169550173
2	1.0	5	3	1	125		31	2	63	22.140337616528093
1		6	2	1	200		23	1	74	25.675675675675674
1		5	4	2	165		52	2	64	28.319091796875
4		5	4	1	152		24	2	64	26.087890625
2		5	7	2	160		28	1	67	25.05680552461573
2		5	8	1	180		49	1	68	27.3659169550173
4	2.0	6	0	1	235		40	1	72	31.868248456790123
1	2.0	5	11	2	210		55	1	71	29.28585598095616
1		6	0	2	175		28	1	72	23.731674382716047
1		5	6	2	185		39	2	66	29.85651974288338
4	1.0	6	0	2	225	238.0	53	1	72	30.512152777777775
1		5	5	2	145		78	2	65	24.12662721893491
2	2.0	5	4	2	190	160.0	50	2	64	32.60986328125
3		5	1	1	123		23	2	61	23.238108035474333
3		5	4	1	170		20	2	64	29.17724609375
2		5	6	2	135		25	2	66	21.787190082644628
2		5	11	2	210		45	1	71	29.28585598095616
2		6	0	2	190		43	1	72	25.76581790123457
1		5	11	1	170		47	1	71	23.70759769886927
2		5	5	1	140		41	2	65	23.294674556213018
4	2.0	5	4	2	190		28	2	64	32.60986328125
2		5	5	2	125		42	2	65	20.798816568047336
3		5	6	2	110		43	2	66	17.752525252525253
3		6	1	1	238		37	1	73	31.396884969037345
